,County,Age,Gender,Monthly Income,Highest Level of Education Attained,Occupation,Location,Did you vote in 2017,Will you vote in the Refere,If No Why,How will you vote in the Referendum,If elections are today who would you vote for,If you dont vote for that one who is your second choice,Do you support BBI,Do you know what BBI wants to change,Do you support the Hustler Nation,Do you think the handshake brought us peace,Who influences youin your community,Do you trust your political leaders,Do you trust your religious leaders,Do you trust your elders,Where do you get your News from,Have you understood BBI completely,Will you vote in 2022,Monthly Income (Kshs)
3486,embu,25-30,female,"0-11,000",kcse,informal_employment__jua_kali_,peri_urban,no,no,i_am_not_interested,i_will_not_vote,musalia_mudavadi,raila_odinga,no,no,not_sure,no_response,my_friends,never,sometimes,never,facebook,no,undecided,"0-11,000"
3487,embu,36-40,female,"11,001-20,000",kcpe,transport__matatu__lorry_boda_,rural,yes,undecided,,still_deciding,raila_odinga,kalonzo_musyoka,thinking_about_it,yes,no,yes,no_one,never,often,sometimes,radio,no,yes,"11,001-20,000"
3488,kisumu,31-35,female,"0-11,000",kcpe,business_owner__hotel_shop_kio,urban,yes,undecided,,still_deciding,none,none,yes,no,no,yes,no_one,never,always,never,radio,no,undecided,"0-11,000"
3489,kakamega,18-24,female,"0-11,000",kcse,unemployed,rural,no,no,i_am_not_interested,i_will_not_vote,none,none,no,no,i_do_not_know_about_it,no_response,my_friends,never,always,rarely,tv,no,undecided,"0-11,000"
3490,kiambu,31-35,female,"11,001-20,000",kcse,business_owner__hotel_shop_kio,rural,yes,no,i_do_not_understand_bbi,no__against_it,william_ruto,william_ruto,no,no,yes,no,mp,rarely,always,often,tv,no,yes,"11,001-20,000"
3491,migori,31-35,female,"11,001-20,000",diploma,business_owner__hotel_shop_kio,rural,yes,undecided,,still_deciding,raila_odinga,none,thinking_about_it,yes,no_response,yes,elders,never,sometimes,sometimes,twitter,yes,yes,"11,001-20,000"
3492,migori,41-50,male,"0-11,000",kcpe,transport__matatu__lorry_boda_,urban,yes,undecided,,still_deciding,william_ruto,musalia_mudavadi,thinking_about_it,a_little,yes,yes,mp,sometimes,always,sometimes,tv,maybe,yes,"0-11,000"
3493,nyeri,36-40,female,"0-11,000",kcpe,informal_employment__jua_kali_,rural,yes,no,i_do_not_understand_bbi,i_will_not_vote,none,none,no,no,yes,no,elders,sometimes,often,often,radio,no,no,"0-11,000"
3494,nyeri,51-60,male,"20,001-50,000",kcse,business_owner__hotel_shop_kio,urban,yes,yes,,yes__for_it,william_ruto,none,yes,yes,yes,yes,church_leaders,rarely,often,sometimes,newspapers,yes,yes,"20,001-50,000"
3495,isiolo,31-35,male,"0-11,000",kcse,hustler,peri_urban,yes,yes,,no__against_it,raila_odinga,musalia_mudavadi,no,no,no,yes,church_leaders,never,always,always,facebook,no,yes,"0-11,000"
3496,embu,51-60,male,"50,001-100,000",postgraduate,formal_employment__teacher_acc,peri_urban,yes,undecided,,still_deciding,peter_kenneth,william_ruto,thinking_about_it,yes,not_sure,yes,governor,rarely,sometimes,sometimes,tv,maybe,undecided,"50,001-100,000"
3497,nairobi,41-50,female,"11,001-20,000",diploma,other,peri_urban,yes,yes,,yes__for_it,raila_odinga,musalia_mudavadi,yes,a_little,no,yes,church_leaders,never,rarely,sometimes,tv,maybe,yes,"11,001-20,000"
3498,embu,36-40,male,"0-11,000",kcpe,informal_employment__jua_kali_,rural,yes,no,i_do_not_understand_bbi,i_will_not_vote,none,none,no,no,no,yes,no_one,never,sometimes,sometimes,radio,no,yes,"0-11,000"
3499,kisumu,25-30,female,"20,001-50,000",undergraduate,formal_employment__teacher_acc,urban,yes,undecided,,still_deciding,raila_odinga,peter_kenneth,don_t_care,a_little,i_do_not_know_about_it,yes,my_friends,never,sometimes,sometimes,facebook,no,yes,"20,001-50,000"
3500,machakos,36-40,male,"0-11,000",kcpe,hustler,other,yes,undecided,,still_deciding,kalonzo_musyoka,none,don_t_care,a_little,not_sure,no_response,no_one,never,never,never,radio,i_don_t_care,undecided,"0-11,000"
3501,nairobi,51-60,male,"11,001-20,000",kcpe,business_owner__hotel_shop_kio,urban,yes,yes,,yes__for_it,raila_odinga,raila_odinga,yes,yes,no,yes,my_friends,never,never,rarely,tv,yes,yes,"11,001-20,000"
3502,nyeri,18-24,female,"0-11,000",kcse,unemployed,urban,no,yes,,still_deciding,william_ruto,none,yes,no,yes,no_response,mp,sometimes,sometimes,always,tv,no,yes,"0-11,000"
3503,isiolo,18-24,male,"11,001-20,000",none,other,rural,no,yes,,yes__for_it,raila_odinga,peter_kenneth,yes,yes,no,yes,my_friends,never,always,always,tv,yes,yes,"11,001-20,000"
3504,kiambu,41-50,female,"20,001-50,000",kcpe,subsistence_farmer_subsistence,rural,yes,no,i_do_not_understand_bbi,no__against_it,william_ruto,william_ruto,no,no,yes,no,mcas,rarely,often,always,tv,no,yes,"20,001-50,000"
3505,nairobi,18-24,male,"11,001-20,000",kcse,informal_employment__jua_kali_,urban,no,no,i_do_not_understand_bbi,i_will_not_vote,none,none,no,no,i_do_not_know_about_it,no_response,my_friends,never,always,always,tv,no,no,"11,001-20,000"
3506,kiambu,25-30,male,"0-11,000",kcse,unemployed,rural,yes,undecided,,still_deciding,none,none,don_t_care,no,no_response,no_response,no_one,never,never,sometimes,radio,i_don_t_care,yes,"0-11,000"
3507,isiolo,18-24,male,"0-11,000",kcse,business_owner__hotel_shop_kio,rural,yes,no,i_do_not_understand_bbi,yes__for_it,raila_odinga,none,no,no,yes,no,no_one,never,always,always,tv,no,yes,"0-11,000"
3508,migori,41-50,female,"0-11,000",kcpe,cash_crop_farmer_commercial_fi,informal_settlement,yes,undecided,,still_deciding,musalia_mudavadi,raila_odinga,yes,no,no,yes,church_leaders,sometimes,always,always,tv,no,yes,"0-11,000"
3509,kitui,36-40,male,"50,001-100,000",diploma,other,peri_urban,yes,other,,no__against_it,william_ruto,peter_kenneth,don_t_care,no,no,no_response,elders,sometimes,sometimes,always,newspapers,maybe,yes,"50,001-100,000"
3510,kisumu,36-40,male,"11,001-20,000",certificate,other,urban,yes,undecided,,still_deciding,raila_odinga,william_ruto,yes,yes,yes,no_response,governor,never,sometimes,never,newspapers,yes,yes,"11,001-20,000"
3511,narok,41-50,male,"20,001-50,000",none,transport__matatu__lorry_boda_,rural,yes,yes,,yes__for_it,musalia_mudavadi,kalonzo_musyoka,yes,no,i_do_not_know_about_it,yes,elders,always,always,always,radio,no,yes,"20,001-50,000"
3512,kirinyaga,25-30,female,"11,001-20,000",kcpe,business_owner__hotel_shop_kio,rural,yes,undecided,,still_deciding,william_ruto,fred_matiangi,thinking_about_it,a_little,yes,yes,church_leaders,sometimes,sometimes,sometimes,tv,no,yes,"11,001-20,000"
3513,nyeri,51-60,male,"20,001-50,000",certificate,business_owner__hotel_shop_kio,urban,yes,undecided,,yes__for_it,none,none,yes,no,not_sure,yes,business_leaders,rarely,always,often,newspapers,no,yes,"20,001-50,000"
3514,kiambu,31-35,male,"0-11,000",kcse,hustler,rural,yes,yes,,no__against_it,william_ruto,william_ruto,no,no,yes,no,mcas,never,often,sometimes,radio,no,yes,"0-11,000"
3515,trans_nzoia,31-35,female,"20,001-50,000",kcse,business_owner__hotel_shop_kio,peri_urban,yes,yes,,no__against_it,musalia_mudavadi,raila_odinga,no,no,not_sure,yes,church_leaders,rarely,always,never,tv,no,yes,"20,001-50,000"
3516,machakos,41-50,male,"0-11,000",kcse,transport__matatu__lorry_boda_,rural,yes,yes,,yes__for_it,peter_kenneth,none,yes,a_little,no_response,no,mp,often,always,sometimes,radio,maybe,yes,"0-11,000"
3517,kitui,31-35,female,"11,001-20,000",certificate,formal_employment__teacher_acc,rural,yes,undecided,,still_deciding,william_ruto,kalonzo_musyoka,no,no,yes,yes,no_one,never,sometimes,often,tv,no,yes,"11,001-20,000"
3518,nakuru,18-24,male,"0-11,000",kcse,hustler,rural,no,undecided,,still_deciding,william_ruto,none,no,yes,yes,yes,mp,rarely,sometimes,sometimes,tv,yes,yes,"0-11,000"
3519,nyeri,25-30,female,"11,001-20,000",diploma,business_owner__hotel_shop_kio,rural,yes,yes,,still_deciding,william_ruto,fred_matiangi,yes,no,yes,yes,no_one,sometimes,always,always,facebook,no,yes,"11,001-20,000"
3520,trans_nzoia,over-61,female,"0-11,000",none,hustler,urban,yes,other,,still_deciding,raila_odinga,none,no,no,i_do_not_know_about_it,yes,church_leaders,always,always,always,newspapers,no,yes,"0-11,000"
3521,narok,18-24,male,"11,001-20,000",kcse,transport__matatu__lorry_boda_,rural,yes,yes,,yes__for_it,raila_odinga,none,yes,no,no,yes,no_one,never,sometimes,sometimes,facebook,no,yes,"11,001-20,000"
3522,narok,36-40,male,"11,001-20,000",kcpe,subsistence_farmer_subsistence,rural,yes,undecided,,still_deciding,william_ruto,none,no,no,yes,yes,elders,rarely,often,always,radio,no,yes,"11,001-20,000"
3523,machakos,18-24,male,"0-11,000",kcpe,hustler,rural,no,yes,,yes__for_it,peter_kenneth,none,thinking_about_it,no,no_response,yes,no_one,always,always,often,whatsapp,no,yes,"0-11,000"
3524,kitui,31-35,male,"11,001-20,000",certificate,transport__matatu__lorry_boda_,urban,yes,yes,,yes__for_it,william_ruto,kalonzo_musyoka,yes,yes,yes,no,business_leaders,often,often,always,radio,yes,yes,"11,001-20,000"
3525,kitui,25-30,male,"11,001-20,000",kcse,transport__matatu__lorry_boda_,rural,no,yes,,no__against_it,william_ruto,kalonzo_musyoka,no,a_little,yes,yes,my_friends,sometimes,often,always,radio,no,yes,"11,001-20,000"
3526,kiambu,25-30,female,"20,001-50,000",kcse,formal_employment__teacher_acc,peri_urban,yes,yes,,yes__for_it,gideon_moi,raila_odinga,yes,yes,no,yes,mcas,sometimes,sometimes,always,tv,yes,yes,"20,001-50,000"
3527,meru,31-35,male,"11,001-20,000",certificate,business_owner__hotel_shop_kio,rural,yes,undecided,,still_deciding,none,none,no,a_little,no_response,yes,my_friends,never,rarely,sometimes,tv,no,undecided,"11,001-20,000"
3528,kiambu,25-30,male,"11,001-20,000",kcse,hustler,rural,yes,undecided,,still_deciding,none,none,no,no,yes,no,mp,sometimes,always,always,radio,no,undecided,"11,001-20,000"
3529,machakos,51-60,male,"20,001-50,000",kcse,informal_employment__jua_kali_,rural,yes,undecided,,still_deciding,raila_odinga,kalonzo_musyoka,no,no,no,yes,no_one,never,sometimes,always,radio,no,yes,"20,001-50,000"
3530,nairobi,25-30,female,"0-11,000",kcse,informal_employment__jua_kali_,urban,yes,yes,,yes__for_it,gideon_moi,gideon_moi,yes,no,i_do_not_know_about_it,yes,church_leaders,often,always,always,tv,no,yes,"0-11,000"
3531,migori,41-50,male,"0-11,000",kcse,subsistence_farmer_subsistence,rural,yes,undecided,,still_deciding,raila_odinga,kalonzo_musyoka,don_t_care,a_little,no,yes,elders,always,sometimes,often,newspapers,no,yes,"0-11,000"
3532,migori,18-24,male,"20,001-50,000",undergraduate,business_owner__hotel_shop_kio,urban,no,no,i_am_not_interested,i_will_not_vote,gideon_moi,musalia_mudavadi,no,yes,no,no,mp,never,never,never,facebook,yes,no,"20,001-50,000"
3533,mombasa,25-30,female,"0-11,000",certificate,business_owner__hotel_shop_kio,peri_urban,no,undecided,,still_deciding,martha_karua,peter_kenneth,thinking_about_it,a_little,no_response,yes,business_leaders,rarely,often,sometimes,facebook,no,undecided,"0-11,000"
3534,embu,51-60,female,"11,001-20,000",undergraduate,formal_employment__teacher_acc,rural,yes,no,the_referendum_will_cost_too_much,i_will_not_vote,none,none,no,no,no,no,business_leaders,rarely,sometimes,often,facebook,no,yes,"11,001-20,000"
3535,meru,31-35,male,"0-11,000",certificate,hustler,rural,yes,undecided,,still_deciding,none,none,no,no,yes,yes,chief,never,always,often,whatsapp,no,yes,"0-11,000"
3536,machakos,31-35,male,"0-11,000",kcse,transport__matatu__lorry_boda_,rural,yes,no,i_do_not_understand_bbi,i_will_not_vote,william_ruto,kalonzo_musyoka,no,no,yes,yes,no_one,never,always,sometimes,tv,no,yes,"0-11,000"
3537,nyeri,18-24,male,"11,001-20,000",kcse,hustler,urban,yes,no,i_am_not_interested,no__against_it,none,none,no,no,yes,no,no_one,never,never,always,youtube,no,no,"11,001-20,000"
3538,nyeri,25-30,female,"11,001-20,000",diploma,business_owner__hotel_shop_kio,urban,yes,no,i_do_not_understand_bbi,i_will_not_vote,william_ruto,william_ruto,thinking_about_it,no,yes,no,governor,never,always,sometimes,facebook,no,yes,"11,001-20,000"
3539,laikipia,25-30,male,"20,001-50,000",kcse,unemployed,peri_urban,yes,undecided,,still_deciding,william_ruto,none,thinking_about_it,no,yes,yes,elders,never,always,always,tv,no,undecided,"20,001-50,000"
3540,migori,25-30,female,"0-11,000",kcse,business_owner__hotel_shop_kio,rural,yes,yes,,yes__for_it,raila_odinga,musalia_mudavadi,yes,yes,not_sure,yes,church_leaders,sometimes,always,always,tv,maybe,yes,"0-11,000"
3541,mombasa,18-24,male,"20,001-50,000",undergraduate,formal_employment__teacher_acc,urban,yes,no,i_am_not_interested,i_will_not_vote,none,none,no,a_little,yes,yes,my_friends,never,always,always,tv,yes,no,"20,001-50,000"
3542,narok,41-50,male,"50,001-100,000",diploma,formal_employment__teacher_acc,rural,yes,yes,,yes__for_it,raila_odinga,none,yes,yes,no,yes,my_friends,sometimes,sometimes,often,tv,no,yes,"50,001-100,000"
3543,kitui,31-35,female,"11,001-20,000",kcse,hustler,rural,no,yes,,yes__for_it,william_ruto,gideon_moi,no,no,yes,no,my_friends,rarely,always,sometimes,facebook,no,yes,"11,001-20,000"
3544,kirinyaga,31-35,female,"11,001-20,000",kcpe,transport__matatu__lorry_boda_,informal_settlement,yes,yes,,yes__for_it,william_ruto,gideon_moi,no,no,i_do_not_know_about_it,no_response,mp,rarely,sometimes,often,tv,yes,yes,"11,001-20,000"
3545,kitui,31-35,male,"0-11,000",kcse,transport__matatu__lorry_boda_,peri_urban,no,no,i_am_not_interested,i_will_not_vote,kalonzo_musyoka,kalonzo_musyoka,no,no,no,no,no_one,never,sometimes,often,radio,no,undecided,"0-11,000"
3546,kitui,25-30,female,"50,001-100,000",diploma,business_owner__hotel_shop_kio,urban,yes,other,,no__against_it,kalonzo_musyoka,william_ruto,don_t_care,no,no,no,church_leaders,sometimes,always,often,twitter,no,undecided,"50,001-100,000"
3547,kisumu,31-35,male,"11,001-20,000",diploma,transport__matatu__lorry_boda_,urban,yes,yes,,still_deciding,none,none,thinking_about_it,a_little,yes,yes,church_leaders,never,always,always,tv,no,yes,"11,001-20,000"
3548,kisumu,36-40,male,"0-11,000",kcse,transport__matatu__lorry_boda_,urban,yes,yes,,yes__for_it,raila_odinga,none,yes,yes,no,yes,governor,never,sometimes,sometimes,radio,no,yes,"0-11,000"
3549,migori,25-30,male,"0-11,000",kcse,hustler,urban,yes,no,i_do_not_understand_bbi,i_will_not_vote,raila_odinga,musalia_mudavadi,thinking_about_it,no,not_sure,yes,chief,sometimes,always,often,tv,no,yes,"0-11,000"
3550,nairobi,18-24,male,"20,001-50,000",diploma,business_owner__hotel_shop_kio,urban,no,yes,,no__against_it,william_ruto,william_ruto,no,yes,yes,no,church_leaders,often,always,always,youtube,maybe,yes,"20,001-50,000"
3551,machakos,unknown,female,"0-11,000",kcpe,subsistence_farmer_subsistence,rural,no,no,i_am_not_interested,still_deciding,none,none,thinking_about_it,no,no_response,no,elders,sometimes,often,often,radio,no,undecided,"0-11,000"
3552,nyeri,51-60,female,"11,001-20,000",kcpe,cash_crop_farmer_commercial_fi,rural,yes,no,i_do_not_understand_bbi,i_will_not_vote,william_ruto,none,no,no,i_do_not_know_about_it,yes,church_leaders,sometimes,always,sometimes,tv,no,undecided,"11,001-20,000"
3553,meru,51-60,male,"0-11,000",kcpe,subsistence_farmer_subsistence,rural,yes,yes,,no__against_it,william_ruto,william_ruto,no,no,yes,no,elders,rarely,often,sometimes,my_friends,no,yes,"0-11,000"
3554,embu,51-60,male,"20,001-50,000",certificate,cash_crop_farmer_commercial_fi,peri_urban,yes,yes,,no__against_it,fred_matiangi,raila_odinga,yes,no,no,yes,mp,sometimes,often,always,tv,no,yes,"20,001-50,000"
3555,kisumu,36-40,male,"11,001-20,000",kcse,informal_employment__jua_kali_,urban,yes,yes,,yes__for_it,raila_odinga,raila_odinga,yes,yes,no,yes,governor,sometimes,sometimes,sometimes,newspapers,yes,yes,"11,001-20,000"
3556,embu,18-24,male,"0-11,000",kcpe,unemployed,rural,no,yes,,still_deciding,raila_odinga,william_ruto,thinking_about_it,no,not_sure,yes,mcas,never,rarely,sometimes,facebook,no,undecided,"0-11,000"
3557,kericho,18-24,female,"0-11,000",kcpe,unemployed,peri_urban,yes,yes,,still_deciding,william_ruto,none,no,no,yes,yes,business_leaders,never,always,always,radio,no,yes,"0-11,000"
3558,nyeri,18-24,male,"0-11,000",diploma,business_owner__hotel_shop_kio,urban,yes,no,current_constitution_is_ok,i_will_not_vote,william_ruto,william_ruto,don_t_care,no,yes,no,chief,never,sometimes,sometimes,tv,no,yes,"0-11,000"
3559,trans_nzoia,36-40,female,"11,001-20,000",kcse,informal_employment__jua_kali_,urban,yes,undecided,,still_deciding,william_ruto,musalia_mudavadi,thinking_about_it,no,yes,yes,my_friends,never,always,never,tv,no,yes,"11,001-20,000"
3560,migori,25-30,male,"0-11,000",diploma,hustler,rural,yes,undecided,,yes__for_it,musalia_mudavadi,william_ruto,thinking_about_it,yes,no,yes,no_one,never,always,always,radio,yes,yes,"0-11,000"
3561,kitui,36-40,female,"11,001-20,000",kcse,other,rural,no,no,i_do_not_understand_bbi,i_will_not_vote,william_ruto,kalonzo_musyoka,no,no,yes,yes,no_one,never,often,often,tv,no,yes,"11,001-20,000"
3562,nyeri,25-30,female,"11,001-20,000",kcse,business_owner__hotel_shop_kio,urban,no,undecided,,still_deciding,none,none,thinking_about_it,a_little,yes,yes,my_friends,rarely,sometimes,often,facebook,no,undecided,"11,001-20,000"
3563,kiambu,31-35,male,"20,001-50,000",postgraduate,cash_crop_farmer_commercial_fi,rural,yes,undecided,,yes__for_it,fred_matiangi,none,yes,a_little,no,yes,no_one,rarely,rarely,sometimes,facebook,yes,undecided,"20,001-50,000"
3564,meru,25-30,male,"0-11,000",diploma,unemployed,rural,yes,yes,,no__against_it,william_ruto,none,no,a_little,yes,yes,my_friends,rarely,rarely,rarely,facebook,no,yes,"0-11,000"
3565,nakuru,31-35,male,"11,001-20,000",kcse,transport__matatu__lorry_boda_,rural,yes,yes,,no__against_it,william_ruto,none,no,yes,yes,yes,mp,rarely,always,sometimes,tv,no,yes,"11,001-20,000"
3566,laikipia,36-40,female,"0-11,000",certificate,unemployed,urban,no,yes,,yes__for_it,raila_odinga,fred_matiangi,yes,a_little,no,yes,mp,rarely,always,often,tv,no,yes,"0-11,000"
3567,kitui,41-50,female,"20,001-50,000",certificate,business_owner__hotel_shop_kio,rural,yes,yes,,yes__for_it,raila_odinga,musalia_mudavadi,yes,a_little,no,yes,no_one,rarely,sometimes,often,tv,maybe,yes,"20,001-50,000"
3568,meru,41-50,female,"0-11,000",diploma,business_owner__hotel_shop_kio,rural,yes,undecided,,still_deciding,william_ruto,fred_matiangi,no,no,yes,yes,mcas,rarely,rarely,sometimes,tv,no,undecided,"0-11,000"
3569,embu,25-30,male,"11,001-20,000",certificate,transport__matatu__lorry_boda_,rural,yes,yes,,no__against_it,william_ruto,fred_matiangi,no,yes,yes,yes,elders,never,often,often,facebook,no,yes,"11,001-20,000"
3570,machakos,36-40,female,"11,001-20,000",kcse,informal_employment__jua_kali_,rural,yes,no,the_referendum_will_cost_too_much,i_will_not_vote,kalonzo_musyoka,none,no,a_little,not_sure,yes,my_friends,sometimes,always,never,tv,no,response,"11,001-20,000"
3571,meru,51-60,female,"0-11,000",kcpe,subsistence_farmer_subsistence,peri_urban,yes,undecided,,still_deciding,william_ruto,musalia_mudavadi,no,no,no_response,yes,chief,rarely,always,always,radio,no,response,"0-11,000"
3572,kirinyaga,51-60,female,"0-11,000",kcpe,subsistence_farmer_subsistence,rural,yes,undecided,,still_deciding,william_ruto,none,thinking_about_it,no,i_do_not_know_about_it,yes,mp,always,always,always,tv,no,yes,"0-11,000"
3573,trans_nzoia,36-40,male,"20,001-50,000",diploma,formal_employment__teacher_acc,urban,yes,undecided,,still_deciding,raila_odinga,musalia_mudavadi,thinking_about_it,no,not_sure,yes,mp,rarely,always,sometimes,whatsapp,no,yes,"20,001-50,000"
3574,narok,18-24,female,"20,001-50,000",none,business_owner__hotel_shop_kio,rural,no,undecided,,still_deciding,raila_odinga,musalia_mudavadi,yes,a_little,not_sure,yes,my_friends,rarely,always,always,tv,no,undecided,"20,001-50,000"
3575,mombasa,18-24,male,"11,001-20,000",diploma,transport__matatu__lorry_boda_,peri_urban,no,undecided,,still_deciding,none,none,thinking_about_it,no,yes,no,no_one,never,sometimes,always,tv,no,undecided,"11,001-20,000"
3576,meru,25-30,male,"11,001-20,000",certificate,other,rural,yes,yes,,yes__for_it,raila_odinga,peter_kenneth,thinking_about_it,a_little,no,yes,mp,often,always,always,tv,no,yes,"11,001-20,000"
3577,meru,31-35,male,"0-11,000",kcse,hustler,rural,yes,yes,,yes__for_it,raila_odinga,william_ruto,yes,a_little,yes,yes,my_friends,sometimes,always,always,tv,no,yes,"0-11,000"
3578,kisumu,25-30,male,"20,001-50,000",diploma,hustler,urban,yes,yes,,yes__for_it,raila_odinga,musalia_mudavadi,yes,a_little,no,yes,no_one,never,never,sometimes,radio,maybe,yes,"20,001-50,000"
3579,kitui,36-40,female,"11,001-20,000",certificate,formal_employment__teacher_acc,rural,no,no,i_do_not_understand_bbi,i_will_not_vote,william_ruto,kalonzo_musyoka,no,no,yes,yes,my_friends,never,often,often,tv,no,yes,"11,001-20,000"
